name,author,link,rating,rating_count,review_count,pages_count,price,text_reviews,age,year
Прикладные методы теории управления,Р. Л. Лейбов,https://www.litres.ru/book/r-l-leybov/prikladnye-metody-teorii-upravleniya-17187080/,0.0,0,0,193,389.00,[],0+,2014
"Машинное обучение. Паттерны проектирования. Подготовка данных, создание моделей, внедрение в производство",Валиаппа Лакшманан,https://www.litres.ru/book/valiappa-lakshmanan/mashinnoe-obuchenie-patterny-proektirovaniya-podgotovk-68998432/,5.0,3,3,436,549.00,"['Книга отличная, если крутитесь в этой среде. Книжный рынок переполнен простыми книгами для начального уровня, где расскажут о моделях, базовой математике, а на сдачу соберут ""свою первую нейросеть за три дня"".', 'Если вы только начинаете знакомиться с областями MLOps/DE и уже имеете базовое понимание ML задач, то эта книга даст верхнеуровневое представление о процессах, сопутствующих решению задач машинного обучения. ', 'Книга ""Машинное обучение: Паттерны проектирования"" является отличным руководством для тех, кто хочет разобраться в основах машинного обучения и научиться применять эти знания на практике. Книга написана доступным языком, что позволяет читателю легко усваивать информацию и применять ее в своих проектах.']",0+,2021
"Надежный Python. Пишем чистый код, который удобно поддерживать",Патрик Виафоре,https://www.litres.ru/book/patrik-viafore/nadezhnyy-python-pishem-chistyy-kod-kotoryy-udobno-podderzh-70297360/,0.0,0,0,346,549.00,[],0+,2021
"Мама, не отвлекай. Я Python учу!",Игорь Лазаревский,https://www.litres.ru/book/igor-lazarevskiy/mama-ne-otvlekay-ya-python-uchu-70920910/,0.0,0,0,192,549.00,[],0+,2024
Программирование. Python. C++. Часть 3. Учебное пособие,К. Ю. Поляков,https://www.litres.ru/book/k-u-polyakov/programmirovanie-python-c-chast-3-uchebnoe-posobie-66645404/,3.0,2,1,209,500.00,"['В третьей части собрались самые сложные темы : сортировки и динамические структуры данных. Безусловно, сейчас есть библиотеки, в которых это всё собрано. Но! Нельзя стать хорошим программистом без понимания, как работают алгоритмы. И опять материал подаётся доступно, лаконично, с упором на практику. Как хорошо, что это всё собрано в книгу! Пособие предназначено для школьников, но его можно смело рекомендовать студентам первого курса, которые с трудом осваивают эти темы – проверено, понимание улучшается!']",12+,2021
Хочу в геймдев! Основы игровой разработки для начинающих,"Вячеслав Уточкин, ",https://www.litres.ru/book/vyacheslav-utochkin/hochu-v-geymdev-osnovy-igrovoy-razrabotki-dlya-nachina-67098924/,4.3,30,6,250,529.00,"['Читаю всё подряд про геймдизайн, теперь думаю что эта будет моей любимой книгой. При чтении сразу чувствуется что автор знает что говорит, даже если он не прав, то ему хочется верить. Он затрагивает много различных тем и все по делу. Для начала он расскажет нам кто же такой геймдизайнер, потом этапы создания игр, а потом что делать после запуск игры. Информации полно, советую всем кто в теме.', 'Книга для тех, кто увлечен индустрией игр и планирует в ней развиваться. Много полезной информации о том на кого нацелены игры, почему люди играют, какие особенности работы в игровой индустрии. Полезная для новичка, советую.', 'Первое на что обратил внимание - это на дизайн книги, выглядит очень привлекательно и на ощупь довольно приятная. Второе на что обратил внимание при изучении книги - это содержание. Автор составил отличную структуру. Третье что запало при чтении это вода в тексте, ведь ее почти нет. Ну и в заключение могу сказать что книга реально откроет тебе двери, если ты захочешь в них войти. Берите, читайте, практикуйтесь, создавайте игры!', 'С нетерпение жду выхода книги!', 'Ключевые слова этой книги основы игровой разработки. Если вы зашли за тем, что тут будут рассказывать в деталях, то смею огорчить. Есть конечно моменты, которые можно подчеркнуть, но не более. Лично мне от парочки других авторов понравилась теория, нежели тут. Может я конечно и не прав, и кому-то книга оказалась по душе, однако лично для меня нет.', 'Alpha Cash здравствуйте! посоветуйте, пожалуйста, книги, которые читали ранее)', 'Я давно хочу разработать деловую игру, тему раскрывать пока не буду, но нужна всем, кто хочет улучшить навыки деловой и личной коммуникации. Надеюсь, что книга поможет, жду с нетерпением. Тем более что это, как пишут, "" многолетний опыт преподавателей образовательной программы “Менеджмент игровых проектов”. Практический опыт – это прямо то, что сейчас мне нужно, чтобы реализовать идею. Заранее ставлю высокий балл, надеюсь не разочаруюсь']",12+,2022
IntelliJ IDEA. Профессиональное программирование на Java,А. А. Ефимов,https://www.litres.ru/book/aleksey-alekseevich/intellij-idea-professionalnoe-programmirovanie-na-jav-647725/,3.8,7,1,791,207.00,"['Хорошая книга, но уже немного устарела. С 2005 года много воды утекло. JetBrains и Oracle не стоят на месте. )) В любом случае из неё можно взять основы. Одно только тестирование многого стоит.']",0+,2005
С#. Основы программирования,Светлин Наков,https://www.litres.ru/book/svetlin-nakov/s-osnovy-programmirovaniya-70881667/,0.0,0,0,498,529.00,[],16+,2019
Курс обучения РАЗРАБОТКА САЙТА НА КОНСТРУКТОРЕ с видеоуроками,Ирина Никулина,https://www.litres.ru/book/irina-nikulina-32315/kurs-obucheniya-razrabotka-sayta-na-konstruktore-s-vi-70460005/,5.0,3,0,163,199.00,[],12+,2024
Искусство чистого кода (pdf + epub),Кристиан Майер,https://www.litres.ru/book/kristian-mayer/iskusstvo-chistogo-koda-pdf-epub-69598552/,4.0,2,3,240,449.00,"['Не знаю, сколько поставить этой книге.', 'перевод на удивление неплохой (неплохой именно для книги про ""программирование"", не всё стали/смогли адаптировать)', 'Все, о чем говорит автор,\xa0 помещается на паре страниц в конце книги. Есть несколько интересных мыслей в блоке про принцип 80/20. И очень символично этот принцип описывает содержание этой книги: 20%\xa0 полезной информации, 80% - вода']",16+,2022
Программирование. Язык СИ.,"Г. В. Саблина, ",https://www.litres.ru/book/galina-sablina/programmirovanie-yazyk-si-70019818/,0.0,0,0,135,184.00,[],0+,2023
JavaScript. 20 уроков для начинающих,Владимир Дронов,https://www.litres.ru/book/vladimir-dronov/javascript-20-urokov-dlya-nachinauschih-66338206/,4.4,10,5,347,520.00,"['Недавно закончил изучать эту книгу. Могу сказать что она неплоха . В ней дается много практических заданий - практически после каждого параграфа идет упражнение.  В конце каждой главы идут самостоятельные задания , которые позволяют проверить полученные знания.  Мне удалось изучить эту книгу менее или около полугода , но уже на середине книги я создал свое первое веб приложение. ', 'Владимир Дронов – автор такой «мини библиотеки» для начинающего программиста, которым я и являюсь. Я купил уже одну его книгу «HTML и CSS. 25 уроков для начинающих» и остался очень доволен. Наверное, это лучшее вложение в моей жизни. :) Как всегда, ежемесячно покупаю по 4 книги по абонементу (4-я – бесплатно!). Теперь о книге. Автор с первых строк берет быка за рога. Ни воды, ни лирики, в общем – ни одного лишнего слова. А лишние, не информационные слова – это наше время. Из множества книг выбрал эту для себя и нисколько не жалею. Рекомендую.', 'Для изучения JavaScript по данной книге нужно знать только HTML и CSS. Даны упражнения с подробным разбором, в результате выполнения которых всё отлично запоминается.', 'Понравилась книга автора про html, думал, что и в этой книге автор применит аналогичный подход. Но этого не произошло почему-то. Изложение краткое, сумбурное, теории много, закрепления непропорционально мало, самостоятельные упражнения новичку со средними способностями выполнить порой нереально.', 'Весьма хорошая и толковая книга от известно автора и программиста с многолетним стажем. Отличная книга от известного автора. В настоящее время веб-приложения очень актуальны. Все по полочкам разложено, как надо. Для новичка самое то. Автор молодец!']",0+,2020
HTML и CSS. 25 уроков для начинающих,Владимир Дронов,https://www.litres.ru/book/vladimir-dronov/html-i-css-25-urokov-dlya-nachinauschih-66338066/,4.6,18,8,381,449.00,"['Подача материала лично мне очень понравилась. Пока прочитал где-то треть, с самого начала всё идёт по принципу hands on. Ты что-то сделал и сразу посмотрел как это работает. По-моему это очень мотивирует заниматься', 'Книгу купил. Хочу поделиться, как я определяю хорошая книга или нет. Просто начинаю читать и пытаюсь найти слова, которые не несут никакого смысла. (Ох, сколько я видел таких авторов). У Владимира Дронова все четко – ни убавить, ни прибавть. Это уже третья книга этого автора, купленная мною. Я как начинающий программист полностью удовлетворен покупками.', 'Хорошая книжка для начинающих. Понятно с картинками, разве что отсутствовали файлы для заданий, приходилось искать и брать в интернете.', '232552848 скачать файлы можно на сайте издательства bhv.ru', 'Хорошая книга для изучения с нуля. Даны упражнения с подробным разбором, в результате выполнения которых всё отлично запоминается.', 'Замечательная книга , которая доступно объяснит вам верстку веб страниц и их стилизацию . ', 'Отличная книга от известного автора. Все по полочкам разложено, как надо. Для новичка самое то. В настоящее время веб-приложения очень актуальны. Автор молодец!', 'vvvital под всеми книгами одно и то же пишете. Заглядывали хоть внутрь? Когда ""специалист"" по вёрстке сайтов постоянно подвал (footer) сайта поддоном называет... Ну такое себе. и ладно это был бы единственный ляп...', 'Книга отличная! Я как раз начинающий программист и это то, что надо. Имхо, это лучшая книга на литресе для начинающих. В следующем месяце возьму по абонементу (299руб). Автор известный мастер своего дела. Книга новая. Для HTML это важно. Что мне безумно нравится на литрес, так это то, что книги, в отличии от бумажных, не кончатся никогда. И не надо бояться, что тебе вдруг не хватит.', 'Просто каша какая-то, а не книга, увы такой не структурированной подачи ещё не встречал, жаль потраченных денег на неё. Посли книг Хеад Фирст это какой то ужас ((((']",0+,2020
Изучай Erlang во имя добра! Для начинающих,Фред Хеберт,https://www.litres.ru/book/fred-hebert/izuchay-erlang-vo-imya-dobra-dlya-nachinauschih-22848251/,4.5,15,2,689,719.00,"['Главный вопрос из книги – научитесь ли вы программировать или понимать Эрланг? Да, вы узнаете базовые понятия, структуры данных, рекурсию, поймете ОТР и зачем он нужен. Скажу сразу понимать программы вы не сможете пока не пройдете главу ОТР. ', 'Я не планирую программировать на Эрланге, но было очень интересно познакомиться с этим функциональным языком и его экосистемой. Удивительный мир акторов, сопоставления с образцом и рекурсии.']",,0+
"Введение в веб-разработку с HTML, CSS, JavaScript",Тимур Машнин,https://www.litres.ru/book/timur-mashnin-30184546/vvedenie-v-veb-razrabotku-s-html-css-javascript-70112947/,4.4,10,0,346,490.00,[],12+,2023
Программирование для детей на языке Python,"Язык Python – активно развивающийся язык программирования, который, в силу своей простоты и прозрачности, легко освоит даже ребенок. Им пользуются для написания программ многие крупные организации, такие как Google, NASA и YouTube.Интересные проекты, яркие иллюстрации, понятные инструкции – благодаря всему этому можно запросто разобраться в основах программирования, понять логику работы компьютера, что в дальнейшем позволит легко перейти к программированию и на других языках.Книга содержит множество задач, которые были написаны исходя из интересов юного читателя: здесь вы найдете подробные инструкции по созданию забавных игр, на примере которых демонстрируется вся красота программирования.Для младшего школьного возраста.",https://www.litres.ru/book/aleksandr-bankrashkov/programmirovanie-dlya-detey-na-yazyke-python-28059456/,4.5,39,6,98,449.00,"['Гуманитарию нелегко погрузиться в программирование… Поэтому я решила обратиться к книге для детей. Каждый шаг разжеван, каждое действие описано простейшими словами. Так что отлично подойдет для получения первых знаний, на которые можно в будущем наслаивать более сложные вещи.', 'Сама книга очень хорошая, но вот тот факт, что при переводе не перевели фразы на английском, которые написаны в коде примеров, не позволяет просто дать эту книгу ребёнку, так как ему нужно знать английский язык, чтобы понимать суть примера. Но я всё-равно поставлю оценку 5, за оформление и подачу материала', 'Очень хорошая и красочная книга, которая может помочь Вашим детям освоить такую интересную и занимательную область знаний, как программирование. Причём сделать это можно будет вполне легко и играючи. Книга написана просто и ясно, снабжена примерами кода и яркими иллюстрациями.', 'Из того, что я встречала для детей, этот вариант – один из наиболее удачных. Подача материала нескучная. Вполне могла бы быть альтернативой учебнику для соответствующих разделов школьной программы. Подходит примерно для 6-8 класса для развития познавательного интереса. Можно, конечно, и постарше, если для себя, а не для экзаменов.', 'Очень хорошая книга для детей и родителей, которые желают развить свое мышление и навыки в программировании. Занимаюсь по этой книге с удовольствием.', 'Отличная книга. Легко и доступно изложены основы. Для начала изучения языка очень подходит. Дети могу сами разобраться с ней.']",0+,2018
Мобильные роботы на базе Arduino,Михаил Момот,https://www.litres.ru/book/mihail-momot/mobilnye-roboty-na-baze-arduino-23878269/,4.8,35,8,266,349.00,"['Спасибо за поддержку, на выходе второе издание! оно значительно отличается от первого! Я постоянно работаю над материалом, думаю, актуализировать информацию ежегодно, используя современные датчики и новые знания о роботах. Михаил Момот.', 'Купил книгу и очень этому рад! Ибо сейчас много деталей множно где купить, а вот как все вместе собрать и самое главное нюансы понять программирования почти невозможно. Практически все знания 100% можно применять, полезная книга и для тех кто хочет робота собрать любого маст хев!', 'Замечательная книга, а что самое главное для этой тематики то, что она совсем новая тоесть 2017 г. И информация в ней свежая. Ее можно использовать даже как настольную книгу.', 'Покупал еще когда было первое издание, сейчас скачал, а там второе приятно удивлен! Книга как инструкция по пошаговому созданию робота для новичка! Спасибо!', 'Книга полезна для первого знакомства с темой. Материал обзорного плана. Много примеров. Чтение вызывает желание заняться робототехникой, что и требуется от такой книги. Спасибо автору.', 'Полезная книга для вхождения в тему. Очень рекомендую. Все очень практично и понятно. Книга просто супер! Рекомендую! Михаил пишет как всегда ярко и понятно.', 'Хорошая и интересная книга по электронике! Мне ее посоветовала подруга и я только начинаю свой путь в электронике. Спасибо автору!', 'Очень классная книга. Очень жду когда появится что-нибудь подобное для ESP8266. Хотя имея эту можно спокойно и на WeMos запрограммировать.']",0+,2023
Создание смарт-контрактов Solidity для блокчейна Ethereum. Практическое руководство,Александр Вячеславович Фролов,https://www.litres.ru/book/aleksandr-frolov-198/sozdanie-smart-kontraktov-solidity-dlya-blokcheyna-et-45279075/,3.3,13,3,234,349.00,"['Алексей, спасибо за отзыв! Да, первоисточники всегда лучше, на подготовку книги уходит много времени. Буду работать дальше над следующим изданием этой книги.', 'По данном теме лучше читать первоисточники и документации на английском. Но и такой вариант достаточно хорош для самых-самых азов. Александр Вячеславович, пилите ещё по данной теме)', 'Алексей Жданов какие книги вы посоветуете почитать сейчас по этой теме?', 'Книга бесполезна для осваивающих блокчейн, поскольку вообще не вводит в технологию (а для освоивших, подозреваю, и подавно). Краткая глава в начале проходит как-то по верхам, не разъясняя фактически ничего, а потом начинаются пошаговые инструкции по установке и запуску ПО. К слову, инструкции работают через раз, т. к. ПО обновляется и алгоритмы его установи – тоже, поэтому такие вещи обычно выносят в приложения – но нет, зачем-то прямо в главе расписано как ставить аж на три платформы. Далее идет создание первичного блока, содержание которого туманно, поскольку, как уже сказал, технология не раскрыта. Сюрприз: Fatal при инициализации узла. Суть ошибки понять невозможно по выше описанной причине: вся эта магия знакомит читателя с технологией чуть меньше чем никак.', 'Никита Рязанский, если вдруг нашли что-то, поделитесь)']",12+,2019
Информатика. 6 класс,"Л. Л. Босова, ",https://www.litres.ru/book/anna-bosova/informatika-6-klass-68294021/,4.0,2,2,226,500.00,"['мне нравится. это очень хорошая книга. очень вам благодарна за то, что вы выпускаете ещё больше книг с таким названием.! я очень этому рада.', 'Пользуюсь в электронном виде. Спасибо за книгу.']",0+,2022
Нейросети. Обработка естественного языка,Джейд Картер,https://www.litres.ru/audiobook/dzheyd-karter/neyroseti-obrabotka-estestvennogo-yazyka-69797437/,4.9,27,1,книги,349.00,['Отличная книга! Очень много примеров и рассказывается все последовательно. Советую к изучению! Хорошо бы иметь в печатной версии'],12+,2023
Программирование для дополнительной и виртуальной реальности,Джеймс Девис,https://www.litres.ru/book/dzheyms-denis/programmirovanie-dlya-dopolnitelnoy-i-virtualnoy-realnosti-70641874/,5.0,310,5,541,690.00,"['Книга конечно не развлекательного характера, но весьма занимательная. Чтобы был процесс продуктивнее нужно пробовать примеры. ТОгда становится понятнее как что работает.  Иначе как и всегда в программировании можно уснуть. Есть много полезных моментов, главное их увидеть и сложить общую картину в голове.', 'Полистал и понял, что в данной теме стоит немного разобраться. Появляется много нового каждый день и просто иногда не успеваешь. Книга показывает разные направления и возможности в этой области программирования. Можно выделить несколько инструментов рабочих. В скором будущем будет очень актуально.', 'По теме виртуального программирования книг не много, но тема актуальная. Конечно не стоит надеяться, что одна книга сделает из вас профи. Поэтому я этого не ждал. Но после прочтения мне стали понятные некоторые направления, в которых можно развиваться дальше. Хороший обзор возможностей показан на легких примерах.  В таких книгах мне всегда чего-то не достает, и со временем я понял, что это нормально. Всегда ищу инфу дополняющую.', 'Не могу сказать что книга легкая, но и тема не простая. Однозначно много полезного разъяснительного материала и примеры.', 'очень крутая книга, наглядно показывает как устроена и работает основа создания VR и AR. какие используются инструменты и возможности. на мой взгляд, информация очень нужная тем, кто хочет начать или уже работает с этой темой.']",12+,2024
Объектно-ориентированное программирование: с нуля к SOLID и MVC,Григорий Макеев,https://www.litres.ru/book/grigoriy-makeev/obektno-orientirovannoe-programmirovanie-s-nulya-k-solid-i-70980220/,0.0,0,0,269,349.00,[],0+,2024
Создай свой VPN. Безопасное использование интернета,Джейд Картер,https://www.litres.ru/audiobook/dzheyd-karter/sozday-svoy-vpn-bezopasnoe-ispolzovanie-interneta-70425325/,5.0,1,0,книги,490.00,[],12+,2024
IT Компас: как правильно программировать IT-карьеру,Илья Кырчумару,https://www.litres.ru/audiobook/ilya-kyrchumaru/it-kompas-kak-pravilno-programmirovat-it-kareru-70953118/,0.0,0,0,книги,490.00,[],0+,2024
Статистические методы интеллектуального анализа данных,Леонид Мыльников,https://www.litres.ru/book/leonid-mylnikov/statisticheskie-metody-intellektualnogo-analiza-dannyh-67727342/,0.0,0,0,240,400.00,[],0+,2021
"Волшебный Python. Сказка для детей и новичков, с наглядным и ясным кодом",Артем Демиденко,https://www.litres.ru/book/artem-demidenko/volshebnyy-python-skazka-dlya-detey-i-novichkov-s-naglyadn-71013385/,5.0,1,0,70,199.00,[],0+,2024
Программируемые контроллеры. Стандартные языки и приемы прикладного проектирования,И. В. Петров,https://www.litres.ru/book/igor-petrov-2/programmiruemye-kontrollery-standartnye-yazyki-i-priemy-prik-8336941/,3.9,14,2,255,400.00,"['книжка 2010 года, что о ней сказать в 2022-м?.. обо всем и ни о чем. не читайте это, читайте мануалы к оборудованию, желательно в оригинале.', 'Отличный материал, все понятно доступно. ']",0+,2010
Основы программирования на языке Python,Н. Ю. Боклаг,https://www.litres.ru/book/n-u-boklag/osnovy-programmirovaniya-na-yazyke-python-17004921/,3.8,8,0,92,400.00,[],0+,2014
Робототехника. Конструктор SPIKE. 5–8 классы. Учебное пособие,Д. Г. Копосов,https://www.litres.ru/book/d-g-koposov/robototehnika-konstruktor-spike-5-8-klassy-uchebnoe-posobie-66645350/,4.8,8,2,177,450.00,"['Очень удобная и интересная книжка для меня и моих кружковцев. Красочные иллюстрации, понятное, интересное и увлекательное описание делают эту книгу незаменимым помощником как для самостоятельных занятий, так и для кружковой работы по основам робототехники.Мои ребята были в восторге, когда увидели первые страницы на большом классном мониторе. В общем, очень полезное и нужное учебное пособие. Тем более, что это пока единственная работа отечественных авторов по Spike Prime.', 'Хорошее пособие. Красиво оформлено, много иллюстраций, информация по теме. Шрифт удобный для чтения, можно заниматься по нему и самостоятельно']",6+,2021
Mac OS X Snow Leopard. Основное руководство,Дэвид Пог,https://www.litres.ru/book/devid-pog/mac-os-x-snow-leopard-osnovnoe-rukovodstvo-24499630/,3.7,3,0,882,390.00,[],,0+
Impact mapping: Как повысить эффективность программных продуктов и проектов по их разработке,Гойко Аджич,https://www.litres.ru/audiobook/goyko-adzhich/impact-mapping-kak-povysit-effektivnost-programmnyh-produkto-51242157/,3.8,45,7,книги,499.00,"['Очередная книга в «американистикой» стиле, в которой многократно с кучей примеров описывается только одна мысль, в данном случае «правильно поставь цель/задачу»', 'Очень расплывчато. Глава «Итеративная разработка» очень характерна в этом плане. 1 абзац вроде бы о том что такое итеративная разработка, 3 о то что этого недостаточно и описание причины, 5 о том что данная методология позволяет эту проблему решить, только вот ни слова о том как нет.', 'Чёт такое себе :(', 'Impact Mapping является одной из активностей, которые сделают и заказчиков и разработчиков более счастливыми и эффективными. Книга для введения в эту технологию написана консультантом по стратегиям разработки ПО, и довольно легко читается. Рекомендую для тех кто только планирует изучать impact mapping и какую пользу он может принести вашему проекту. Для более опытных специалистов хотелось бы добавить еще достойных примеров применения этой методики, подробных кейсов с разбором разных ситуаций и т.д.', 'Может, я что-то не понимаю, но похоже на вебинар, целью которого является рекламирование какого-либо продукта. Озвучено качественно', 'Первую главу можно смело пропускать. В остальном для понимания изначальной заложеннлй в метод идеи книга полезная. Помогает лучше понять возможности применения.', 'Как всегда несоглашусь с комментариями негативного характера. Во многом, чтобы найти ответы на задаваемые самим автором вопросы, необходимо перестать вчитываться, а перейти в практику, используя модель автора']",12+,2012
Программирование для Android,Денис Колисниченко,https://www.litres.ru/book/denis-kolisnichenko/programmirovanie-dlya-android-5582097/,3.9,16,5,285,384.00,"['вот уже полгода пытался найти что-нибудь подходящее для изучения основ программирования андроид. и всегда в пособиях чего-то не хватало, а именно как на практике решить проблемы с запуском и отладкой приложений, все статьи в нете как под копирку, и ни слова о решениях возникших проблем. но эта книга – настоящая находка для начинающих. все в ней четко и доступным языком описано с большим количеством практических примеров, которые не только работают, но и детально разобраны. так что всем начинающим андроид-программистам рекомендую.', 'Книга очень классная. Хотя некоторые вещи (в частности, использованные в книге средства разработки) на сегодняшний немного устарели (вышли свежие версии), сути это не меняет. Если хотите научиться программировать для Андроид, и не знаете, с чего начать, то начните с этой книги.', 'Книга очень полезна для программирования, написано доходчивым языком. Версии немного устаревшие, но разобраться можно.В общем книга мне очень понравилась. Советую всем кто желает начать программировать.', 'Это уже вторая книга автора, которую я здесь купил. Несомненные плюсы, по моему мнению, заключаются в плавном погружении в тему. Хотя, читателям без навыков программирования, будет сложно. Согласен, что на 2015 год материал устарел, сама установка среды программирования усложнилась. Однако, опираясь на базовые принципы, описанные в книге, можно все сделать. У меня возникли затруднения только при установке всех компонентов эмулятора на Windows. Тут отошел от книги, а само программирование для платформы Android изложено очень доступно.', 'Книга хорошая. Также присоединюсь к предыдущим отзывам: уже устаревшая, не все что описано будет работать. Автор описывает особенности новой (на год верстки) если не ошибаюсь версии android 9. Пишет толково, дает характеристику аппаратного обеспечения используемого в мобильных устройствах. Рекомендую для начинающих. Надеюсь автор внесет коррективы в новую редакцию.']",0+,2020
С нуля до Python-разработчика,Фин Дерт,https://www.litres.ru/book/fin-dert/s-nulya-do-pitonista-68753790/,3.5,15,5,24,299.00,"['Книга отличная!Для тех, кто хочет познакомиться с основами Python будет однозначно полезна. Не перегружена специальной терминологией, думаю даже ребёнок разберётся, благодарю автора!', 'Такое чувство, что написал шестиклассник, изучавший язык программирования пару дней. Ошибки грамматические, фактические. В общем, не стоит тратить деньги и время.', 'Отличная книга. Описывает основы максимально простыми словами и без сложных терминов. Смотрел уроки на ютубе, но ничего не понял. С книжкой смог понять некоторые азы. Теперь намного легче смотреть видосы на ютубе', 'самое то, для новичков в питоне. она рассказывает о базовых возможностях и заглядывает чуть глубже. однако может оказаться весьма короткой', 'Интересно, насколько хорошо автор книги знает Python? ']",12+,2022
Самоучитель игры на Паскале. ABC и немного Турбо,Н. Ю. Комлев,https://www.litres.ru/book/n-komlev/samouchitel-igry-na-paskale-abc-i-nemnogo-turbo-8342572/,3.7,3,2,257,300.00,"['Классная книга! Хороший автор! Pascal очень популярен в школах как учебный язык. Материала для обучения языку очень много, но этот материал хорошо подобран, написан интересным, понятным языком! Рекомендую учителям, школьникам и всем тем, кто хочет научиться с 0 программировать!', 'Автор звучит как человек, который знает предмет о котором пишет. Стиль написания выбран как бы не серьёзный, с шутками-прибаутками. Думаю что это неплохая книга для начально-ознакомительного введения в программирование и первичного знакомства с языком программирования Паскаль.']",0+,2013
Основы нейросетей,Константин Константинович Берлинский,https://www.litres.ru/audiobook/konstantin-konstantinovich-berlinskiy/osnovy-neyrosetey-68485798/,3.7,3,0,книги,299.00,[],12+,2020
Компьютерное зрение на Python. Первые шаги,Эдуард Данисович Шакирьянов,https://www.litres.ru/book/eduard-danisovich-shakiryanov/komputernoe-zrenie-na-python-pervye-shagi-63606057/,4.8,9,4,163,388.00,"['Не плохая книжка для школьников. Тем более не переводная. Автор соотечественник – это приятно. Но и для меня нашлись полезные вещи.', 'Супер-книга! Без воды. Я бы не стал говорить, что она чисто для школьников. Если хотите изучить основы opencv – смело читайте. Все понятно и по делу. Спасибо автору. Сейчас такие книги можно у нас по пальцам посчитать.', 'Небольшая, простая и понятная книга по OpenCV. Идеальный вариант для тех кто хочет ознакомится с темой машинного зрения.', 'Современные школьники хотят читать и сразу пробовать. Это книга для них будет находкой. Без ""воды"" можно сразу все попробовать, хотя версия питона уже далеко не 3.7, но и новые версии тоже работают с черепахой, ведь ею так легко управлять и понимать базовые конструкции языка Питон.']",6+,2021
